business_age,annual_revenue,monthly_cash_flow,existing_loan,repayment_history,gst_consistency,profit_margin,transaction_count,payment_defaults,loan_amount,debt_to_income,loan_default
8,818821,361169,1327936,64,77,6.82,755,9,1726965,1.62,1
10,4436258,105149,305131,67,56,23.17,335,9,1587151,0.07,1
16,4746167,104020,632312,99,63,30.1,561,7,1805357,0.13,0
8,864164,12673,938081,51,62,16.17,244,5,1348658,1.09,1
1,1996641,349657,509742,72,54,18.66,857,5,817115,0.26,1
12,462739,33466,566608,92,100,25.96,280,2,1793532,1.22,0
5,3637464,247626,273445,62,91,7.04,266,1,1464245,0.08,0
3,2621961,364689,206123,92,57,16.57,98,4,125117,0.08,0
1,468116,60406,223410,53,99,13.87,716,8,1991470,0.48,1
4,3623754,79284,126560,96,50,5.51,830,3,829876,0.03,0
8,1970330,245718,1311611,74,54,10.88,711,4,476217,0.67,0
3,4858575,386723,312601,60,60,16.88,492,5,354307,0.06,1
10,4024857,23665,637677,99,92,10.92,96,5,220331,0.16,0
2,2846460,30641,447651,97,97,23.07,281,3,1848870,0.16,0
11,564765,45797,283076,91,59,18.46,760,3,437098,0.5,0
10,2120382,225838,266336,61,64,6.18,21,7,1468313,0.13,1
14,212879,318094,802560,62,88,13.25,36,4,1292038,3.77,1
7,758086,112339,22836,58,96,5.58,363,4,1932403,0.03,0
2,3977807,123431,1335557,94,78,15.74,31,8,384706,0.34,1
9,1731618,242275,641316,87,74,12.77,959,3,848867,0.37,0
16,4199143,293317,911608,55,97,25.65,713,6,526515,0.22,0
13,4882251,154294,125172,92,55,14.22,865,4,1075406,0.03,0
9,359472,191136,1333498,100,60,16.25,26,8,855283,3.71,1
20,2291028,178082,1091706,92,66,26.76,265,7,1821611,0.48,1
4,3095537,263301,278852,59,64,19.43,947,7,971476,0.09,1
10,2927850,28095,369625,72,65,21.69,176,9,1006000,0.13,1
12,1898019,133554,1203880,64,51,30.24,193,9,136881,0.63,1
17,3500335,397758,1236914,94,85,11.21,506,2,1157895,0.35,0
14,1979472,244989,956916,72,68,34.68,860,8,1586999,0.48,1
14,3813983,99023,272196,89,87,32.0,865,7,1414631,0.07,0
2,3349783,117181,213827,86,99,13.6,712,2,1899844,0.06,0
20,2597466,232310,1380410,83,70,31.79,996,9,1188503,0.53,1
11,2526168,292744,559834,65,60,27.62,300,0,1784328,0.22,0
16,4108673,274610,734705,94,90,32.92,328,4,703549,0.18,0
19,2134984,266349,157044,100,52,25.73,256,3,1247987,0.07,0
6,1538971,186169,1304204,90,83,25.23,176,7,1973203,0.85,1
19,4341314,382078,995563,96,67,5.1,270,5,940854,0.23,0
5,4486419,63276,1070606,81,64,19.24,240,9,997572,0.24,1
4,2237701,279072,741001,87,74,11.01,357,4,409705,0.33,0
15,4210086,327453,1138407,89,99,14.72,242,8,1515520,0.27,1
4,3817760,215719,77400,95,100,34.36,230,5,1543479,0.02,0
20,682870,181960,280199,54,64,7.57,356,2,269827,0.41,0
10,4757612,236097,492436,66,79,26.67,153,5,1431575,0.1,1
3,4409689,184904,742868,71,66,10.19,863,3,1177455,0.17,0
5,4197581,126196,942997,88,67,5.22,953,4,1301713,0.22,0
6,4352109,19404,599149,90,80,20.04,790,5,378235,0.14,0
8,2805822,219190,1427244,97,99,9.84,514,8,1292395,0.51,0
7,317369,123187,378970,67,92,33.96,566,2,1578035,1.19,1
10,3919127,382593,968561,77,67,11.11,202,0,1590478,0.25,0
6,2550876,37684,1396629,62,84,10.76,834,1,544900,0.55,0
14,3573328,78591,217789,99,62,5.97,180,7,1431321,0.06,0
4,3819047,391965,256072,91,63,14.89,624,3,1663417,0.07,0
13,2431737,218794,1039906,50,85,5.72,406,6,1576589,0.43,1
20,3067695,274826,76497,99,67,19.97,216,1,1649431,0.02,0
17,2965847,121186,804137,68,54,20.17,846,9,980890,0.27,1
7,1948076,253181,175748,83,63,6.6,737,7,744934,0.09,0
4,1850522,31832,1281306,53,74,12.2,503,9,465866,0.69,1
14,1367213,26997,353784,92,93,29.96,521,8,1941198,0.26,0
3,1107153,306784,210117,52,88,18.88,508,6,1565940,0.19,1
5,2914660,50491,1055677,90,61,18.04,371,9,1262538,0.36,1
16,3200827,73043,324639,59,89,25.96,549,0,752159,0.1,0
20,2123298,384319,1446535,77,77,26.45,253,1,963903,0.68,0
4,3825279,138568,533239,83,84,27.86,913,8,1717414,0.14,0
2,4236423,386394,247117,88,50,29.91,864,9,1621908,0.06,1
18,721397,82725,190606,96,52,11.97,597,6,537974,0.26,1
19,992425,138131,522283,68,92,6.99,775,2,601459,0.53,0
19,3310997,55520,1419295,91,99,16.41,428,4,1285567,0.43,0
17,4104413,335063,837350,95,56,30.65,295,0,780153,0.2,0
14,1766772,119869,1186811,85,58,7.34,730,9,1113731,0.67,1
19,3201179,74442,1182118,92,85,22.28,478,2,561562,0.37,0
13,252066,271025,1026538,52,72,26.03,472,3,1446903,4.07,1
12,2671146,162842,409759,72,73,19.44,432,3,1334233,0.15,0
6,458480,377390,150348,66,59,12.66,37,6,1674580,0.33,1
4,4383005,188570,1168590,56,99,14.79,91,4,620795,0.27,1
19,3952331,381831,692241,75,97,7.15,686,8,845177,0.18,0
16,1211214,133447,1389670,92,61,13.78,397,6,755649,1.15,1
13,4280554,71477,7749,67,68,6.33,701,1,891129,0.0,0
4,4371364,10244,810614,95,81,26.79,853,7,1799012,0.19,0
17,2135822,351597,339594,95,73,31.94,374,1,717143,0.16,0
1,2773937,187561,1420947,55,71,24.01,813,6,1211617,0.51,1
18,4397739,343447,229216,80,52,24.7,170,4,1918015,0.05,0
20,2136513,300534,518567,78,89,19.16,280,9,233425,0.24,1
17,3505742,20247,414599,58,76,9.68,99,5,903351,0.12,1
15,1670851,210123,640546,84,68,5.23,125,3,578427,0.38,0
11,912917,200791,1061757,66,58,15.32,542,4,120141,1.16,1
13,3135973,217358,1093474,61,100,27.54,422,4,1747348,0.35,0
1,3136598,301727,489620,85,98,33.81,739,6,1262865,0.16,0
17,4686745,149148,273006,97,62,17.93,927,3,759209,0.06,0
6,2857179,156123,1234327,73,51,15.96,149,4,534053,0.43,1
4,1651511,38670,290832,59,85,18.38,190,3,1779713,0.18,0
20,2900993,397064,489697,79,78,17.83,425,3,579966,0.17,0
16,4402618,20236,1323659,78,60,23.78,941,7,800211,0.3,0
15,818119,45568,767631,88,83,27.02,52,4,268170,0.94,1
15,4207324,117327,1011971,59,53,28.55,555,8,1271761,0.24,1
6,3715530,265745,366296,88,53,24.49,216,4,1383181,0.1,0
15,3119697,382332,301729,77,50,18.13,936,7,262105,0.1,1
14,841462,288496,378459,67,74,33.5,65,2,1315411,0.45,0
11,2527089,135721,1153023,90,75,26.33,293,6,834220,0.46,1
7,744653,269291,768173,99,60,17.8,762,0,636188,1.03,0
9,4695477,166228,1288010,66,72,18.4,152,4,778714,0.27,0
16,593186,65904,1024204,60,51,29.54,283,1,495430,1.73,1
5,3955490,394285,678302,50,68,18.22,616,7,1816276,0.17,1
20,4734666,288252,241147,66,78,20.49,386,5,322393,0.05,0
10,3504299,274997,398488,85,89,13.75,844,4,1296307,0.11,0
18,962790,356300,1485926,85,53,30.17,24,2,1146974,1.54,1
3,1950093,276320,1203913,95,65,20.67,288,0,1556479,0.62,0
13,1420682,110459,254743,58,96,21.58,870,9,1662633,0.18,1
11,3095018,195922,703552,94,86,31.42,752,9,1679417,0.23,0
17,807317,147901,605848,77,76,32.62,725,9,1746738,0.75,1
13,2300923,133225,1408155,97,54,29.73,440,9,742524,0.61,1
6,1893675,245847,9297,82,64,6.96,365,7,1909212,0.0,0
17,1174303,231738,1112581,52,72,18.31,944,4,1932780,0.95,1
13,4194417,390602,915265,100,98,15.3,88,8,227605,0.22,0
19,520580,120893,189506,57,52,11.41,819,6,1011265,0.36,1
19,3453507,346071,1443399,99,67,32.27,377,0,1034739,0.42,0
10,3076237,390322,654942,55,92,31.7,707,0,1353863,0.21,0
3,3831047,252726,1238831,55,75,18.96,405,6,347313,0.32,1
14,1236658,312811,611282,78,55,9.04,344,6,850968,0.49,1
19,680674,206914,56305,86,93,5.4,770,8,609665,0.08,1
5,4947924,191880,213058,61,66,18.15,500,1,406287,0.04,0
5,593056,16611,736431,58,95,6.2,198,6,1878247,1.24,1
20,4483335,360386,1274539,90,87,23.29,275,1,1761583,0.28,0
17,3812914,356756,593982,98,91,23.25,438,9,653575,0.16,0
10,383024,319046,697133,68,97,31.97,230,9,825206,1.82,1
5,1276048,257524,1327506,66,99,10.7,930,1,1360511,1.04,0
4,2357098,305187,40693,97,76,16.14,758,4,1255582,0.02,0
6,1144353,146343,419794,93,69,30.79,603,8,1828076,0.37,1
4,3609413,345011,963912,81,55,19.23,386,8,595333,0.27,1
7,1251341,349233,593990,84,100,6.79,596,9,130657,0.47,1
7,4699522,330889,1395565,63,84,8.32,185,0,1653612,0.3,0
18,4030371,200191,458024,98,61,29.4,233,6,639034,0.11,0
3,2023980,152645,520436,65,97,27.31,548,9,826787,0.26,1
1,2166849,162481,1438088,70,52,31.28,867,9,598408,0.66,1
4,1921742,358114,557827,61,97,8.57,192,2,452211,0.29,0
6,4760351,296608,142512,73,53,27.81,148,9,594722,0.03,1
9,4913094,259220,288389,83,94,24.65,22,9,1329142,0.06,0
14,3495453,128523,939601,57,53,11.97,914,0,1549537,0.27,0
12,3825613,30662,853524,93,53,34.22,915,1,494639,0.22,0
20,2336491,290372,371598,70,88,22.11,779,5,933737,0.16,1
4,3764701,70721,677058,97,70,32.21,89,9,604107,0.18,0
12,504543,148458,157879,57,93,30.77,71,1,386865,0.31,0
10,4176173,279006,700662,77,51,14.99,456,1,356769,0.17,0
7,3312261,50108,1265512,65,65,21.08,397,3,1136749,0.38,0
3,1656498,101788,663399,59,56,17.94,790,2,310859,0.4,1
14,3897925,254437,509946,64,68,26.27,770,7,600627,0.13,1
10,4368986,247011,1358147,53,92,22.64,113,7,588247,0.31,1
16,4913297,352284,412269,75,82,28.55,578,5,565399,0.08,0
16,3291287,168273,1276828,64,58,5.35,606,3,1576471,0.39,1
10,912932,340722,1427521,85,86,25.63,622,6,556854,1.56,1
13,1181271,59966,1137723,81,66,14.57,105,8,1963285,0.96,1
6,1192206,195846,579701,92,76,11.73,537,1,1789798,0.49,0
12,2438154,282530,590246,87,82,29.04,761,5,507980,0.24,0
9,203285,87228,26597,53,98,7.68,449,6,303054,0.13,1
13,2857303,156297,1388241,90,61,11.85,882,0,620013,0.49,0
4,3233361,344341,618531,58,94,11.11,848,5,872999,0.19,0
11,1904491,53021,68908,84,60,17.59,62,7,1296529,0.04,0
20,1581688,391059,317332,77,62,14.67,843,6,1749540,0.2,1
18,1302491,159333,296854,86,80,26.61,729,1,281014,0.23,0
11,865979,389318,222424,96,62,25.98,389,1,341768,0.26,0
4,984278,262646,704410,58,87,14.76,423,3,1418921,0.72,1
18,707553,96755,835681,51,75,18.11,322,4,345360,1.18,1
1,1176778,76330,558535,52,80,11.24,201,4,1397434,0.47,1
7,4284457,188438,463378,93,71,25.13,188,1,1173144,0.11,0
6,2670562,344466,76313,97,55,16.89,222,6,1835266,0.03,0
15,2738076,374462,726043,54,69,8.98,725,7,889248,0.27,1
18,3998057,55313,1297983,59,70,8.82,562,1,395238,0.32,0
11,3398747,244729,267587,77,59,14.67,121,3,1428775,0.08,0
20,4925965,242783,916702,64,68,27.42,595,2,465450,0.19,0
15,2102871,299176,883250,63,84,5.77,365,3,1108353,0.42,0
16,822215,158430,1480137,95,75,12.73,622,4,249630,1.8,1
7,2011049,333854,1192549,72,56,9.87,461,5,629523,0.59,1
10,546229,367470,198831,62,86,33.69,269,1,1820097,0.36,0
12,1366572,358301,173804,65,57,26.16,202,9,507763,0.13,1
14,4957812,38365,734664,79,54,12.0,321,5,754235,0.15,0
5,2689799,285333,250278,89,93,11.22,897,8,321104,0.09,0
18,4926234,17248,148579,57,85,30.74,882,7,1310556,0.03,0
5,279971,14369,784370,66,100,10.71,299,0,1588361,2.8,1
3,2073200,300749,343929,79,77,34.91,736,8,1507908,0.17,1
5,1766049,321760,1175267,66,99,13.47,108,9,1931298,0.67,1
17,4791901,375863,1306002,84,52,7.53,824,1,594344,0.27,0
19,3049095,181955,297535,50,88,25.73,444,0,416403,0.1,0
19,1515502,43055,1493522,98,57,23.29,940,5,287093,0.99,1
12,4580088,209803,901451,73,64,34.99,304,0,1485601,0.2,0
9,1399110,388824,914060,97,76,29.06,690,5,626358,0.65,0
1,1046462,279594,1274968,98,98,17.87,894,1,975698,1.22,0
18,923879,143997,521819,74,100,25.3,149,6,989336,0.56,1
4,4188571,60272,242174,51,85,29.54,267,6,1444408,0.06,1
10,3532006,15310,90153,74,65,20.41,671,3,597611,0.03,0
7,1819814,41817,1086324,63,75,13.19,920,1,742458,0.6,1
1,1644315,225888,921382,88,94,11.3,208,6,1433576,0.56,0
17,1702718,92641,133021,100,93,13.86,110,0,802934,0.08,0
2,3028340,225155,1265028,82,53,30.44,587,1,248899,0.42,0
11,1394737,217382,247888,66,61,16.41,757,1,1816635,0.18,0
9,3743525,25457,1462673,80,66,13.6,865,0,201105,0.39,0
7,598825,52311,1230954,59,90,29.18,858,8,1232271,2.06,1
17,2085190,161958,611438,55,93,5.96,184,5,1615548,0.29,1
17,4895781,133573,89364,88,75,22.82,567,2,1036180,0.02,0
2,430596,369571,1164501,74,80,31.21,349,5,1676567,2.7,1
6,3079198,308325,9958,87,64,17.3,560,6,1770057,0.0,0
14,4322990,174334,1188345,86,83,13.08,99,2,474645,0.27,0
6,4305810,273272,1135736,79,78,19.75,953,3,206015,0.26,0
2,2942651,89522,1222449,83,58,26.52,889,9,1230123,0.42,1
1,1633482,173394,283343,67,63,20.5,188,0,218429,0.17,0
10,494358,58929,238962,73,85,5.23,564,5,1637083,0.48,1
5,3073798,91696,427704,98,53,7.35,112,5,255786,0.14,0
2,4921005,387389,1359722,76,87,26.64,643,8,448516,0.28,1
16,1782369,281952,23731,76,86,17.0,398,1,345358,0.01,0
2,3186386,105148,138148,88,73,28.54,228,4,266373,0.04,0
10,1381753,293869,886358,70,66,24.48,928,4,793740,0.64,1
2,1447752,344678,652160,68,62,22.45,921,6,240623,0.45,1
16,4784751,312094,41410,88,69,32.04,213,4,730522,0.01,0
16,4895154,230026,1496119,72,66,5.64,283,9,1113346,0.31,1
19,3514479,93576,881380,88,100,9.65,266,3,1953617,0.25,0
7,316908,30557,716432,97,76,23.73,649,9,454816,2.26,1
12,2543145,31825,228443,93,82,6.97,467,1,1479928,0.09,0
15,3575896,281142,1089617,96,70,24.35,759,7,757520,0.3,0
8,1051563,46080,1434336,64,66,34.52,540,4,288698,1.36,1
6,1050712,268815,577614,92,71,31.36,938,3,1278143,0.55,0
10,4147922,198869,1480341,51,74,22.73,730,8,1281445,0.36,1
3,841142,156874,839528,84,52,31.82,498,1,718536,1.0,0
19,437902,52407,963894,100,76,8.49,296,2,1028675,2.2,1
17,2360231,130283,439268,69,76,18.64,148,7,1502022,0.19,1
7,1794441,23338,447803,77,95,17.86,321,3,803318,0.25,0
20,4704562,86289,847724,64,61,15.09,593,8,1903484,0.18,1
4,682450,159967,337563,65,64,5.01,533,9,1827389,0.49,1
14,2098238,188982,510839,82,87,31.73,379,9,1746293,0.24,1
20,1719598,119367,761752,96,69,28.33,862,9,382936,0.44,1
15,2409485,338042,508365,61,71,24.59,376,9,1019434,0.21,1
8,2859232,127486,11093,88,51,8.87,485,8,771065,0.0,1
15,245807,358684,999540,88,53,16.35,191,9,1888374,4.07,1
20,1635986,224209,72043,92,94,32.73,776,8,1473314,0.04,0
14,860501,266055,386678,69,62,23.51,107,0,624335,0.45,0
9,1758274,146421,1447622,78,81,23.1,519,5,100133,0.82,1
8,847272,397560,1210256,92,71,32.39,915,9,1891531,1.43,1
17,4932369,312107,889297,98,74,21.8,102,5,1159814,0.18,0
2,3384074,367073,1435398,52,76,22.93,536,7,397276,0.42,1
3,3138287,163535,1358007,97,66,15.37,880,6,463957,0.43,0
8,3964993,84935,483263,54,55,16.14,570,6,259154,0.12,1
12,509963,199864,557715,51,92,25.57,915,1,601845,1.09,1
1,4291701,285830,916281,72,100,14.61,341,3,473807,0.21,0
10,1383493,73528,371983,75,65,21.77,484,0,1991313,0.27,0
20,4941882,109811,1038991,75,57,13.38,832,6,677534,0.21,1
3,1623271,294931,1031510,56,82,9.98,606,3,1200265,0.64,0
6,4818219,387757,1256123,59,59,18.63,632,8,1302016,0.26,1
7,1907229,198499,678731,54,83,11.52,160,5,397383,0.36,0
20,4250177,270141,1012986,96,68,31.95,624,5,692258,0.24,0
18,2940936,114887,220967,61,63,14.11,650,8,1399357,0.08,1
11,1751726,71086,234625,81,52,22.92,819,7,825231,0.13,0
19,2706976,374375,110949,91,90,12.9,640,5,1754423,0.04,0
5,4591649,265494,1175471,80,72,12.74,574,5,1102946,0.26,0
19,3100203,73308,289459,71,89,15.52,155,5,839585,0.09,0
11,1850870,287941,83804,66,60,32.48,349,3,227019,0.05,0
12,3820597,277446,700897,69,96,16.74,748,4,1104711,0.18,0
10,1008062,48059,472913,69,55,29.64,974,2,454066,0.47,0
8,3189159,141980,621645,92,83,10.92,414,8,539486,0.19,0
9,867538,201324,206337,57,50,6.45,175,1,1760465,0.24,1
4,4807455,153949,1403169,96,84,28.45,58,6,828339,0.29,0
5,2213338,286383,1299752,83,74,21.26,301,0,1269208,0.59,0
8,3278378,37313,1201832,98,78,20.11,859,9,1192590,0.37,0
9,2262624,52103,1206218,72,72,13.17,889,6,820240,0.53,1
15,4845373,189480,1179098,87,67,7.17,557,1,377809,0.24,0
15,2147175,98771,1353750,77,63,19.49,563,4,402686,0.63,1
16,4461663,136228,848677,62,66,31.02,65,0,973201,0.19,0
14,2500612,101665,710827,78,51,8.6,687,4,1840904,0.28,0
8,4210768,282678,1299266,57,80,32.88,263,3,385625,0.31,0
18,2242749,315204,559421,60,68,13.24,922,0,1594436,0.25,0
10,1525831,289333,568286,96,81,20.97,566,0,409098,0.37,0
20,4680609,96067,1196886,94,77,7.0,469,6,220156,0.26,0
6,1105352,283111,1426323,67,90,17.75,297,2,633433,1.29,1
12,1091255,223063,1096821,99,57,8.78,773,9,1379625,1.01,1
2,2160022,337707,1334277,74,91,6.44,425,8,805854,0.62,1
7,3476194,280804,1381194,98,90,34.0,909,8,160835,0.4,0
16,2478598,390815,227810,71,89,26.9,790,9,749910,0.09,1
3,4811534,139909,1245315,94,88,26.57,65,8,689794,0.26,0
13,2081397,150688,1265161,84,71,7.72,965,0,1715928,0.61,0
3,4111251,85976,1113650,78,73,32.88,768,3,1386383,0.27,0
18,4805681,243208,58204,70,87,19.08,539,0,1409652,0.01,0
11,1880664,189810,753957,56,51,30.57,791,0,647242,0.4,0
8,3746434,285251,1272448,61,90,5.38,290,8,721160,0.34,1
6,2678843,202476,680935,85,90,13.95,575,4,1257696,0.25,0
1,962557,104182,473479,73,68,34.88,257,0,1118857,0.49,0
1,4430061,253153,1255672,81,90,17.84,186,2,794411,0.28,0
8,2919713,363931,937573,76,51,31.65,395,6,1240797,0.32,0
5,4346477,288098,941650,81,77,14.84,607,1,579383,0.22,0
16,782933,289087,1482144,81,81,20.76,688,3,1144609,1.89,1
11,521199,50725,23694,81,68,30.63,220,1,630862,0.05,0
5,1126502,317578,1332460,75,65,23.17,765,8,1967389,1.18,1
4,4029994,357895,966942,60,79,26.76,251,8,1567831,0.24,1
6,1611746,20110,588162,95,71,11.86,465,6,367475,0.36,0
14,2629488,288606,1146237,67,63,9.68,743,6,870447,0.44,1
19,229092,351376,715042,88,50,11.91,437,1,1143105,3.12,1
9,857191,195153,699560,54,94,19.79,173,9,654700,0.82,1
12,2587807,76567,22970,65,51,29.03,387,7,1494577,0.01,0
11,1083435,192296,928399,60,71,15.62,744,0,735420,0.86,0
14,4281534,399569,415474,84,95,21.94,106,7,117458,0.1,0
16,2090576,328207,1105876,97,82,29.14,549,4,376202,0.53,0
1,3709934,123394,1309963,60,64,12.16,722,3,1052845,0.35,0
13,3659379,327384,61915,91,99,31.49,839,9,659453,0.02,1
13,407580,353496,1188092,72,90,33.59,73,1,1469145,2.91,1
2,969032,158940,599435,83,71,6.17,747,2,624706,0.62,0
4,1872992,353133,66535,97,89,6.77,61,9,1665832,0.04,1
6,4942256,32222,692244,66,88,7.73,368,1,1755423,0.14,0
5,3972380,89794,889147,59,90,28.3,249,3,937668,0.22,1
3,4558548,73924,185576,67,90,10.68,761,2,923789,0.04,0
1,676857,109854,1179568,93,60,26.77,713,4,183723,1.74,1
4,1860100,350657,1484922,57,53,18.24,455,6,1058161,0.8,1
20,211017,270038,174953,75,56,30.09,160,8,213290,0.83,1
2,4131895,326793,1478243,52,70,29.26,307,4,1460410,0.36,1
5,3300786,375130,444629,73,56,33.79,870,7,418184,0.13,1
3,2851788,253815,747417,52,53,12.53,868,1,1306442,0.26,0
9,3755392,355893,1372998,87,61,11.88,341,5,1346049,0.37,1
20,2568787,243127,947143,51,76,5.95,613,7,192179,0.37,1
6,409720,151295,752345,84,66,17.31,461,8,389070,1.84,1
18,2418222,189238,924399,66,69,18.77,186,3,1649063,0.38,0
6,4190919,49369,879947,58,80,33.94,942,3,801412,0.21,0
19,3215624,358523,1100718,85,75,29.92,865,6,144228,0.34,0
12,4337192,341536,1437877,71,80,10.0,585,3,917478,0.33,0
11,2332162,284805,930056,80,84,28.95,482,4,292043,0.4,1
2,4317386,156663,1141506,83,58,10.35,475,1,476563,0.26,0
15,1895625,343862,97812,73,54,7.33,92,1,1985195,0.05,0
12,2162160,196307,164702,58,97,30.11,744,9,469000,0.08,1
12,1934872,280114,1322967,95,57,34.28,702,4,1790371,0.68,1
9,1851722,57922,1328323,92,70,7.64,967,9,649159,0.72,1
2,4431797,302899,1150675,51,65,29.42,289,9,1477682,0.26,1
3,4037478,130926,700924,70,100,30.78,238,1,1897557,0.17,0
12,4224537,29416,199530,83,65,8.56,667,5,1110432,0.05,0
16,2980877,23672,267993,76,67,13.5,566,5,1645590,0.09,1
1,2820390,138145,1013340,86,96,27.01,677,7,998794,0.36,0
3,3231863,188068,1272964,56,77,29.23,202,0,1655190,0.39,0
20,1350311,346239,836746,71,67,15.62,97,6,164140,0.62,1
2,1795776,10064,176796,53,63,9.8,327,6,307665,0.1,1
9,2268535,78835,279374,63,97,24.45,784,8,1837396,0.12,1
19,3317173,211457,334639,83,86,26.06,347,3,129171,0.1,0
15,3444811,257795,363534,72,89,20.11,964,6,418889,0.11,0
18,3233932,359738,1484522,93,65,9.35,923,5,181772,0.46,0
11,821747,126916,900155,91,70,30.33,440,3,395979,1.1,0
16,2695902,392452,265467,74,50,24.36,255,9,1215244,0.1,1
17,3044517,354660,1442237,50,60,31.07,853,7,289537,0.47,1
5,1481258,336810,665323,100,60,32.99,868,2,1277314,0.45,0
12,4823190,205346,968015,97,51,29.17,608,7,238684,0.2,0
11,4623475,390438,1040402,64,81,33.76,905,4,1682297,0.23,0
15,3719567,283010,907233,81,68,33.63,481,3,1900340,0.24,0
3,4561862,13889,670797,63,54,23.58,956,2,1804882,0.15,0
1,1183061,128194,1130523,90,52,26.85,604,9,537323,0.96,1
20,496412,134714,516655,70,77,25.98,558,6,363759,1.04,1
16,2771703,41335,275631,96,75,23.63,935,6,702675,0.1,0
2,2585632,60547,1388104,56,72,5.58,57,5,1222366,0.54,1
2,3087225,167234,1321975,85,79,15.68,785,2,1236211,0.43,0
3,3432860,230521,645148,70,57,8.0,927,8,810581,0.19,1
8,2895563,165759,919483,99,85,14.01,445,1,395305,0.32,0
15,1698118,370900,387740,89,78,7.06,617,2,1050102,0.23,0
7,2000831,283139,1463097,61,62,32.6,888,0,1631246,0.73,0
6,1794362,12631,598831,64,74,18.54,453,6,175229,0.33,1
9,3940214,147039,1083670,64,71,10.68,378,1,1663902,0.28,0
20,2268710,360438,952602,66,95,22.54,50,9,335578,0.42,1
1,3846313,359422,1269214,83,82,10.89,224,7,346279,0.33,0
8,1207705,74471,1475562,93,86,29.13,724,8,1884626,1.22,1
3,2982540,309260,727344,84,56,14.18,761,1,755748,0.24,0
4,516790,364260,301749,88,72,14.45,200,5,280811,0.58,1
15,2116195,143014,77932,87,55,31.1,776,0,726089,0.04,0
6,3747480,57664,1172685,63,64,21.78,59,7,1929877,0.31,1
15,3987415,169141,552169,54,64,31.62,860,4,260379,0.14,0
3,245712,97342,194473,79,89,17.39,442,8,1221781,0.79,1
14,2696641,24407,111513,53,83,15.32,925,2,1249451,0.04,0
20,4728268,123926,1033622,64,63,20.19,176,1,812983,0.22,0
14,2422494,331345,36680,88,78,6.84,187,6,619212,0.02,0
4,1864092,352237,83452,84,65,9.63,689,6,319700,0.04,0
12,4730801,223053,51044,94,78,11.59,661,9,1114964,0.01,1
17,687707,27878,1014279,59,72,29.5,101,4,947248,1.47,1
7,292091,93100,699444,51,59,27.01,687,6,192096,2.39,1
9,1093150,350773,1193158,93,96,10.8,706,5,1344533,1.09,1
3,735827,233059,352646,73,53,13.3,819,8,1634185,0.48,1
13,1132196,53168,546440,77,61,33.33,619,2,1455961,0.48,0
15,2249736,260396,609026,71,91,7.57,121,3,1534404,0.27,0
18,4140063,260481,1206093,93,83,21.42,779,8,1593929,0.29,1
19,621743,327006,394411,81,53,20.66,737,9,1001829,0.63,1
1,1763482,38004,1153109,80,69,26.77,108,7,1397998,0.65,1
6,1830872,292615,549721,68,77,12.84,364,9,1801031,0.3,1
2,1725068,101820,922809,100,77,33.04,819,5,1824950,0.53,0
14,4814228,201239,1043611,70,55,17.32,942,2,1182774,0.22,0
6,2364452,112229,189932,52,63,13.57,329,8,1833861,0.08,1
14,4785711,337452,1253261,55,84,15.11,627,8,1557968,0.26,1
4,4334777,356113,48648,81,96,15.46,459,5,1366559,0.01,0
8,3537013,24568,194162,51,50,10.97,178,1,1350251,0.05,0
3,4174532,19466,1276569,73,68,32.84,133,6,354598,0.31,1
19,3444699,232129,1295178,94,50,10.25,555,8,212932,0.38,1
14,3283562,67324,889936,76,62,31.48,182,8,984111,0.27,1
20,2335896,374352,295206,58,57,17.15,305,2,1822358,0.13,0
17,4772530,156539,333777,62,67,13.08,884,1,382661,0.07,0
8,2616738,85955,1289777,63,84,10.96,74,4,1465223,0.49,1
14,2907430,157748,662038,100,72,20.13,595,9,1701378,0.23,1
6,2156678,104791,32121,60,99,25.08,52,6,1544007,0.01,0
16,2532127,172586,649303,63,75,31.95,577,2,1889212,0.26,0
19,2825090,380862,1024583,65,90,24.57,750,3,116486,0.36,1
14,2126252,32650,1451470,59,87,19.51,820,9,1500976,0.68,1
19,2274278,360434,1048120,69,69,6.0,215,1,436626,0.46,1
3,2218852,87701,1217280,65,51,32.46,784,9,1160825,0.55,1
10,2345265,282827,1094811,83,75,32.07,467,1,1827123,0.47,0
19,4534165,239164,1181296,65,85,16.36,817,6,546829,0.26,1
9,1280701,90978,1391933,63,74,5.87,767,1,1974072,1.09,1
20,1478343,14860,507438,77,79,27.0,610,0,606683,0.34,0
13,3232115,144801,481517,67,67,28.75,944,3,1007685,0.15,0
7,890778,41351,540777,75,56,21.27,977,5,1089502,0.61,1
14,4244064,334888,923322,87,76,17.09,111,9,536006,0.22,1
9,378157,165418,1418910,56,60,30.53,627,9,701725,3.75,1
19,1953897,392342,386757,94,86,10.78,247,3,146783,0.2,0
15,2550959,346299,426365,83,57,18.19,305,0,1933444,0.17,0
20,4028973,131449,944816,96,60,5.73,893,0,1869554,0.23,0
14,811709,86700,1478916,98,73,9.92,254,8,1410228,1.82,1
6,1429959,245486,1316,94,79,33.22,121,0,1715135,0.0,0
4,3543867,279099,988494,56,79,22.34,783,6,517563,0.28,0
8,4156092,267571,60046,82,64,29.17,159,6,1990150,0.01,0
17,2842800,202408,865075,84,84,19.6,854,0,343176,0.3,0
